,Accident_Index,1st_Road_Number,2nd_Road_Number,Accident_Severity,Date,Day_of_Week,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Control,Junction_Detail,Latitude,Local_Authority_(District),Local_Authority_(Highway),Location_Easting_OSGR,Location_Northing_OSGR,Longitude,LSOA_of_Accident_Location,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Year,InScotland
9012,200501KF60463,11.0,112.0,Slight,28/07/2005,Thursday,2.0,Give way or uncontrolled,Crossroads,51.549575,Newham,Newham,539110.0,185320.0,0.00494,E01003615,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,2005,No
9013,200501KF60464,118.0,0.0,Slight,27/07/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.549605,Newham,Newham,541880.0,185400.0,0.044897,E01003591,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:45,Urban,Fine no high winds,2005,No
9014,200501KF60466,13.0,406.0,Slight,21/07/2005,Thursday,2.0,Give way or uncontrolled,Roundabout,51.525251,Newham,Newham,544020.0,182750.0,0.074656,E01003482,1,3,0.0,0.0,Metropolitan Police,Dry,Roundabout,70,16:45,Urban,Fine no high winds,2005,No
9015,200501KF60467,115.0,0.0,Slight,27/07/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.538819,Newham,Newham,538270.0,184100.0,-0.007645,E01003620,2,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:10,Urban,Fine no high winds,2005,No
9016,200501KF60468,117.0,0.0,Slight,24/07/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.531527,Newham,Newham,542660.0,183410.0,0.055333,E01003526,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,16:38,Urban,Fine no high winds,2005,No
9017,200501KF60469,406.0,0.0,Slight,24/07/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.528075,Newham,Newham,543870.0,183060.0,0.072622,E01003535,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Dual carriageway,50,15:05,Urban,Fine no high winds,2005,No
9018,200501KF60470,13.0,0.0,Slight,30/07/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.520997,Newham,Newham,543080.0,182250.0,0.060913,E01003482,1,3,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,40,17:22,Urban,Fine no high winds,2005,No
9019,200501KF60471,167.0,0.0,Slight,24/03/2005,Thursday,2.0,Give way or uncontrolled,T or staggered junction,51.542175,Newham,Newham,541050.0,184550.0,0.032593,E01003571,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,08:00,Urban,Fine no high winds,2005,No
9020,200501KF60472,112.0,0.0,Slight,24/07/2005,Sunday,2.0,Give way or uncontrolled,T or staggered junction,51.5306,Newham,Newham,540260.0,183240.0,0.020687,E01003595,1,3,0.0,4.0,Metropolitan Police,Wet or damp,Single carriageway,30,18:15,Urban,Fine no high winds,2005,No
9021,200501KF60473,0.0,0.0,Slight,31/07/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.515731,Newham,Newham,542940.0,181660.0,0.058657,E01003486,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:33,Urban,Fine no high winds,2005,No
9022,200501KF60474,0.0,0.0,Slight,16/07/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.529427,Newham,Newham,541360.0,183140.0,0.036495,E01003605,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:05,Urban,Fine no high winds,2005,No
9023,200501KF60475,0.0,124.0,Slight,22/04/2005,Friday,2.0,Give way or uncontrolled,Private drive or entrance,51.533453,Newham,Newham,542860.0,183630.0,0.058303,E01003523,3,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,21:10,Urban,Fine no high winds,2005,No
9024,200501KF60476,124.0,0.0,Slight,03/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.52255,Newham,Newham,540470.0,182350.0,0.023358,E01003507,1,1,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,11:58,Urban,Fine no high winds,2005,No
9025,200501KF60477,118.0,164.0,Slight,01/08/2005,Monday,1.0,Auto traffic signal,Crossroads,51.542667,Newham,Newham,539430.0,184560.0,0.009252,E01003618,1,2,0.0,5.0,Metropolitan Police,Wet or damp,Single carriageway,30,16:10,Urban,Fine no high winds,2005,No
9026,200501KF60478,117.0,117.0,Slight,04/08/2005,Thursday,1.0,Auto traffic signal,T or staggered junction,51.527735,Newham,Newham,542730.0,182990.0,0.056171,E01003527,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,12:28,Urban,Fine no high winds,2005,No
9027,200501KF60479,118.0,0.0,Slight,04/08/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.55355,Newham,Newham,542630.0,185860.0,0.055893,E01003578,1,2,0.0,4.0,Metropolitan Police,Dry,Single carriageway,30,12:24,Urban,Fine no high winds,2005,No
9028,200501KF60480,13.0,0.0,Slight,18/08/2005,Thursday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.516172,Newham,Newham,539740.0,181620.0,0.012553,E01003505,2,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,50,00:15,Urban,Fine no high winds,2005,No
9029,200501KF60481,118.0,0.0,Slight,22/07/2005,Friday,2.0,Give way or uncontrolled,T or staggered junction,51.542102,Newham,Newham,539170.0,184490.0,0.005477,E01003619,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:18,Urban,Fine no high winds,2005,No
9030,200501KF60483,118.0,0.0,Slight,27/07/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.554652,Newham,Newham,542890.0,185990.0,0.059693,E01003576,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,08:52,Urban,Raining no high winds,2005,No
9031,200501KF60484,112.0,0.0,Slight,01/07/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.539159,Newham,Newham,539080.0,184160.0,0.00405,E01003619,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,22:35,Urban,Fine no high winds,2005,No
9032,200501KF60485,0.0,167.0,Slight,31/07/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.534205,Newham,Newham,541300.0,183670.0,0.035843,E01003491,4,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:22,Urban,Fine no high winds,2005,No
9033,200501KF60486,0.0,0.0,Slight,29/03/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.525404,Newham,Newham,540920.0,182680.0,0.029972,E01003601,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,2005,No
9034,200501KF60487,118.0,0.0,Slight,16/07/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.544276,Newham,Newham,539830.0,184750.0,0.015091,E01003553,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:45,Urban,Fine no high winds,2005,No
9035,200501KF60488,112.0,0.0,Slight,24/07/2005,Sunday,2.0,Give way or uncontrolled,T or staggered junction,51.538795,Newham,Newham,539100.0,184120.0,0.004322,E01003619,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:15,Urban,Fine no high winds,2005,No
9036,200501KF60489,13.0,1011.0,Slight,28/07/2005,Thursday,1.0,Give way or uncontrolled,Slip road,51.515584,Newham,Newham,539570.0,181550.0,0.010077,E01003505,1,2,0.0,0.0,Metropolitan Police,Dry,Slip road,30,18:07,Urban,Fine no high winds,2005,No
9037,200501KF60490,0.0,0.0,Serious,28/07/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.551525,Newham,Newham,540670.0,185580.0,0.027529,E01003543,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:30,Urban,Fine no high winds,2005,No
9038,200501KF60491,1011.0,0.0,Slight,31/07/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.502109,Newham,Newham,542080.0,180120.0,0.045651,E01003609,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,09:52,Urban,Fine no high winds,2005,No
9039,200501KF60492,117.0,1011.0,Slight,03/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.499912,Newham,Newham,543310.0,179910.0,0.063275,E01003611,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,2005,No
9040,200501KF60493,0.0,0.0,Slight,04/08/2005,Thursday,2.0,Give way or uncontrolled,Roundabout,51.549137,Newham,Newham,540880.0,185320.0,0.030451,E01003556,1,2,0.0,0.0,Metropolitan Police,Dry,Roundabout,30,16:30,Urban,Fine no high winds,2005,No
9041,200501KF60494,13.0,112.0,Slight,04/08/2005,Thursday,1.0,Auto traffic signal,T or staggered junction,51.516907,Newham,Newham,541120.0,181740.0,0.032477,E01003516,2,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,05:54,Urban,Fine no high winds,2005,No
9042,200501KF60495,112.0,0.0,Slight,25/03/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.532589,Newham,Newham,539850.0,183450.0,0.014864,E01003630,3,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,20:04,Urban,Fine no high winds,2005,No
9043,200501KF60496,165.0,109.0,Slight,01/08/2005,Monday,2.0,Auto traffic signal,T or staggered junction,51.538233,Newham,Newham,541720.0,184130.0,0.042079,E01003565,1,2,0.0,5.0,Metropolitan Police,Wet or damp,Single carriageway,30,01:07,Urban,Raining no high winds,2005,No
9044,200501KF60497,118.0,0.0,Slight,01/08/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.546196,Newham,Newham,540420.0,184980.0,0.023686,E01003558,2,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,2005,No
9045,200501KF60498,114.0,0.0,Serious,01/05/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.542647,Newham,Newham,540600.0,184590.0,0.026124,E01003572,2,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,14:55,Urban,Fine no high winds,2005,No
9046,200501KF60499,0.0,112.0,Slight,15/05/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.519885,Newham,Newham,541070.0,182070.0,0.031889,E01003601,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:28,Urban,Fine no high winds,2005,No
9047,200501KF60500,164.0,118.0,Slight,06/07/2005,Wednesday,2.0,Auto traffic signal,Crossroads,51.542759,Newham,Newham,539420.0,184570.0,0.009111,E01003618,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,11:49,Urban,Fine no high winds,2005,No
9048,200501KF60501,118.0,0.0,Slight,09/08/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.541942,Newham,Newham,539090.0,184470.0,0.004316,E01003619,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,2005,No
9049,200501KF60502,118.0,0.0,Slight,03/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.553807,Newham,Newham,542680.0,185890.0,0.056625,E01003576,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:36,Urban,Fine no high winds,2005,No
9050,200501KF60503,109.0,0.0,Slight,07/08/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.532202,Newham,Newham,542120.0,183470.0,0.047577,E01003524,1,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,2005,No
9051,200501KF60504,124.0,0.0,Slight,06/08/2005,Saturday,2.0,Give way or uncontrolled,T or staggered junction,51.530064,Newham,Newham,541330.0,183210.0,0.036091,E01003605,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,2005,No
9052,200501KF60505,112.0,0.0,Slight,14/05/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.530969,Newham,Newham,540220.0,183280.0,0.020127,E01003595,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,03:01,Urban,Fine no high winds,2005,No
9053,200501KF60506,118.0,0.0,Slight,07/08/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.546281,Newham,Newham,540440.0,184990.0,0.023978,E01003558,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:59,Urban,Fine no high winds,2005,No
9054,200501KF60507,117.0,0.0,Slight,13/08/2005,Saturday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.532436,Newham,Newham,542620.0,183510.0,0.054797,E01003525,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,2005,No
9055,200501KF60508,117.0,0.0,Slight,13/08/2005,Saturday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.537346,Newham,Newham,542390.0,184050.0,0.051701,E01003521,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,17:35,Urban,Fine no high winds,2005,No
9056,200501KF60509,1011.0,0.0,Serious,10/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.502109,Newham,Newham,542080.0,180120.0,0.045651,E01003609,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:50,Urban,Fine no high winds,2005,No
9057,200501KF60510,0.0,0.0,Slight,18/08/2005,Thursday,2.0,Give way or uncontrolled,T or staggered junction,51.526658,Newham,Newham,543080.0,182880.0,0.061168,E01003535,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:55,Urban,Fine no high winds,2005,No
9058,200501KF60511,118.0,0.0,Slight,24/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.545789,Newham,Newham,540250.0,184930.0,0.021216,E01003551,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,00:54,Urban,Fine no high winds,2005,No
9059,200501KF60512,112.0,112.0,Serious,27/08/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.528893,Newham,Newham,540620.0,183060.0,0.025802,E01003607,2,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,08:10,Urban,Fine no high winds,2005,No
9060,200501KF60513,118.0,0.0,Slight,26/08/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.546566,Newham,Newham,540740.0,185030.0,0.028318,E01003570,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:44,Urban,Fine no high winds,2005,No
9061,200501KF60514,0.0,117.0,Slight,01/09/2005,Thursday,1.0,Auto traffic signal,Crossroads,51.538255,Newham,Newham,542350.0,184150.0,0.051165,E01003520,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,2005,No
9062,200501KF60515,165.0,0.0,Serious,26/07/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.536933,Newham,Newham,540450.0,183950.0,0.023708,E01003596,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,2005,No
9063,200501KF60516,112.0,0.0,Slight,06/08/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.518802,Newham,Newham,541090.0,181950.0,0.032129,E01003604,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,2005,No
9064,200501KF60517,118.0,0.0,Slight,08/08/2005,Monday,1.0,Give way or uncontrolled,Crossroads,51.544108,Newham,Newham,539780.0,184730.0,0.014363,E01003553,2,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,2005,No
9065,200501KF60519,0.0,0.0,Slight,03/05/2005,Tuesday,1.0,Give way or uncontrolled,Private drive or entrance,51.514355,Newham,Newham,543050.0,181510.0,0.06018,E01003486,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,2005,No
9066,200501KF60520,13.0,0.0,Slight,25/08/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.517071,Newham,Newham,540460.0,181740.0,0.022971,E01003508,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,40,08:40,Urban,Fine no high winds,2005,No
9067,200501KF60521,117.0,117.0,Slight,03/08/2005,Wednesday,2.0,Give way or uncontrolled,T or staggered junction,51.499732,Newham,Newham,543310.0,179890.0,0.063267,E01003611,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,07:30,Urban,Fine no high winds,2005,No
9068,200501KF60522,13.0,406.0,Slight,05/08/2005,Friday,1.0,Auto traffic signal,Roundabout,51.525654,Newham,Newham,543850.0,182790.0,0.072224,E01003535,2,2,0.0,0.0,Metropolitan Police,Dry,Roundabout,40,20:45,Urban,Fine no high winds,2005,No
9069,200501KF60523,114.0,0.0,Slight,08/08/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.544716,Newham,Newham,540590.0,184820.0,0.026072,E01003558,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:15,Urban,Fine no high winds,2005,No
9070,200501KF60524,124.0,0.0,Slight,09/08/2005,Tuesday,1.0,Give way or uncontrolled,Crossroads,51.531591,Newham,Newham,542050.0,183400.0,0.04654,E01003493,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:39,Urban,Fine no high winds,2005,No
9071,200501KF60527,0.0,0.0,Slight,13/08/2005,Saturday,2.0,Give way or uncontrolled,T or staggered junction,51.548692,Newham,Newham,540140.0,185250.0,0.019758,E01003545,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,10:20,Urban,Raining no high winds,2005,No
9072,200501KF60528,114.0,0.0,Slight,21/06/2005,Tuesday,2.0,Give way or uncontrolled,T or staggered junction,51.549503,Newham,Newham,540490.0,185350.0,0.024842,E01003544,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:30,Urban,Fine no high winds,2005,No
9073,200501KF60529,117.0,0.0,Serious,15/07/2005,Friday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.530803,Newham,Newham,542680.0,183330.0,0.055588,E01003523,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,2005,No
9074,200501KF60530,117.0,0.0,Slight,21/07/2005,Thursday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.536165,Newham,Newham,542440.0,183920.0,0.052369,E01003521,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,2005,No
9075,200501KF60531,406.0,0.0,Slight,24/07/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.509043,Newham,Newham,543800.0,180940.0,0.070749,E01003482,3,6,0.0,0.0,Metropolitan Police,Wet or damp,Dual carriageway,40,12:08,Urban,Raining no high winds,2005,No
9076,200501KF60532,0.0,0.0,Slight,24/08/2005,Wednesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.54271,Newham,Newham,538890.0,184550.0,0.001466,E01003617,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,16:20,Urban,Raining no high winds,2005,No
9077,200501KF60533,114.0,0.0,Slight,03/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.542467,Newham,Newham,540600.0,184570.0,0.026116,E01003572,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,18:44,Urban,Fine no high winds,2005,No
9078,200501KF60534,118.0,0.0,Slight,04/08/2005,Thursday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.546351,Newham,Newham,540520.0,185000.0,0.025135,E01003558,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,2005,No
9079,200501KF60535,1020.0,0.0,Slight,20/08/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.50949,Newham,Newham,540230.0,180890.0,0.019321,E01003504,2,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,40,14:25,Urban,Fine no high winds,2005,No
9080,200501KF60536,0.0,0.0,Slight,16/08/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.52459,Newham,Newham,539490.0,182550.0,0.009321,E01003500,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,06:38,Urban,Fine no high winds,2005,No
9081,200501KF60537,166.0,112.0,Slight,27/07/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.529193,Newham,Newham,540500.0,183090.0,0.024085,E01003595,1,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,2005,No
9082,200501KF60538,12.0,11.0,Slight,05/07/2005,Tuesday,2.0,Give way or uncontrolled,Roundabout,51.529656,Tower Hamlets,Tower Hamlets,537890.0,183070.0,-0.013524,E01004238,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Roundabout,30,12:50,Urban,Raining no high winds,2005,No
9083,200501KF60540,13.0,1011.0,Slight,08/08/2005,Monday,1.0,Give way or uncontrolled,Roundabout,51.515716,Newham,Newham,539400.0,181560.0,0.007633,E01003497,1,2,0.0,0.0,Metropolitan Police,Dry,Roundabout,30,13:10,Urban,Fine no high winds,2005,No
9084,200501KF60542,117.0,117.0,Slight,13/08/2005,Saturday,2.0,Auto traffic signal,T or staggered junction,51.520496,Newham,Newham,542930.0,182190.0,0.058728,E01003540,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,2005,No
9085,200501KF60543,0.0,0.0,Slight,16/08/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.543024,Newham,Newham,541250.0,184650.0,0.035515,E01003562,1,2,0.0,0.0,Metropolitan Police,Dry,One way street,30,15:40,Urban,Fine no high winds,2005,No
9086,200501KF60545,13.0,0.0,Slight,18/08/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.515502,Newham,Newham,539540.0,181540.0,0.009641,E01003505,3,4,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,40,08:37,Urban,Fine no high winds,2005,No
9087,200501KF60546,124.0,0.0,Slight,19/08/2005,Friday,2.0,Give way or uncontrolled,T or staggered junction,51.520558,Newham,Newham,540170.0,182120.0,0.018945,E01003501,3,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,20:15,Urban,Raining no high winds,2005,No
9088,200501KF60547,11.0,0.0,Serious,19/08/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.535982,Newham,Newham,538480.0,183790.0,-0.004741,E01003613,1,1,0.0,5.0,Metropolitan Police,Wet or damp,Dual carriageway,30,20:14,Urban,Raining no high winds,2005,No
9089,200501KF60548,11.0,0.0,Slight,31/08/2005,Wednesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.547491,Newham,Newham,539180.0,185090.0,0.005858,E01003616,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,2005,No
9090,200501KF60549,124.0,0.0,Slight,18/05/2005,Wednesday,1.0,Give way or uncontrolled,Private drive or entrance,51.518825,Newham,Newham,539910.0,181920.0,0.015121,E01003503,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,2005,No
9091,200501KF60550,167.0,0.0,Slight,19/08/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.543982,Newham,Newham,541010.0,184750.0,0.032097,E01003571,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,12:10,Urban,Raining no high winds,2005,No
9092,200501KF60551,11.0,11.0,Slight,13/08/2005,Saturday,2.0,Give way or uncontrolled,Roundabout,51.546313,Newham,Newham,539220.0,184960.0,0.006383,E01003616,1,2,0.0,1.0,Metropolitan Police,Dry,Roundabout,30,21:20,Urban,Fine no high winds,2005,No
9093,200501KF60552,112.0,0.0,Slight,26/08/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.519341,Newham,Newham,541090.0,182010.0,0.032153,E01003601,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,2005,No
9094,200501KF60553,0.0,0.0,Slight,24/08/2005,Wednesday,2.0,Give way or uncontrolled,T or staggered junction,51.538682,Newham,Newham,542080.0,184190.0,0.047291,E01003531,2,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,2005,No
9095,200501KF60554,0.0,0.0,Slight,21/08/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.544324,Newham,Newham,539270.0,184740.0,0.007017,E01003559,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,11:14,Urban,Fine no high winds,2005,No
9096,200501KF60555,117.0,0.0,Slight,11/08/2005,Thursday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.539063,Newham,Newham,542350.0,184240.0,0.051202,E01003531,1,1,0.0,4.0,Metropolitan Police,Dry,Single carriageway,30,20:15,Urban,Fine no high winds,2005,No
9097,200501KF60556,117.0,0.0,Slight,13/08/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.546569,Newham,Newham,542160.0,185070.0,0.048799,E01003587,1,2,0.0,1.0,Metropolitan Police,Wet or damp,Single carriageway,30,20:56,Urban,Raining no high winds,2005,No
9098,200501KF60557,0.0,0.0,Slight,03/09/2005,Saturday,2.0,Give way or uncontrolled,T or staggered junction,51.541907,Newham,Newham,541760.0,184540.0,0.042821,E01003563,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,2005,No
9099,200501KF60559,118.0,0.0,Slight,24/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.546196,Newham,Newham,540420.0,184980.0,0.023686,E01003558,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,19:20,Urban,Raining no high winds,2005,No
9100,200501KF60560,1011.0,0.0,Serious,30/08/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.512522,Newham,Newham,539600.0,181210.0,0.010375,E01003504,1,2,0.0,5.0,Metropolitan Police,Dry,Dual carriageway,40,14:57,Urban,Fine no high winds,2005,No
9101,200501KF60561,112.0,0.0,Serious,16/08/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.509586,Newham,Newham,541290.0,180930.0,0.034601,E01003515,3,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,22:00,Urban,Fine no high winds,2005,No
9102,200501KF60562,13.0,1011.0,Slight,20/05/2005,Friday,2.0,Give way or uncontrolled,Roundabout,51.515175,Newham,Newham,539410.0,181500.0,0.007753,E01003505,1,2,0.0,0.0,Metropolitan Police,Dry,Roundabout,30,22:10,Urban,Fine no high winds,2005,No
9103,200501KF60563,114.0,0.0,Serious,30/08/2005,Tuesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.545078,Newham,Newham,540580.0,184860.0,0.025944,E01003558,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:45,Urban,Fine no high winds,2005,No
9104,200501KF60564,118.0,0.0,Slight,28/08/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.554652,Newham,Newham,542890.0,185990.0,0.059693,E01003576,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,2005,No
